<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<0 (Nucleocytoplasmic Transport Proteins)>>	<<48>>
<<Active Transport, Cell Nucleus>>	<<RNA, Messenger/metabolism>>	<<6>>
<<Active Transport, Cell Nucleus>>	<<Mutation>>	<<6>>
<<Active Transport, Cell Nucleus>>	<<0 (Nuclear Pore Complex Proteins)>>	<<6>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<Phytic Acid/*metabolism>>	<<6>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<Saccharomyces cerevisiae Proteins/*metabolism>>	<<6>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<Saccharomyces cerevisiae/metabolism>>	<<6>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<Nuclear Pore/metabolism>>	<<6>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<Cytoplasm/metabolism>>	<<6>>
<<0 (Ribonucleoproteins)>>	<<0 (Nuclear Proteins)>>	<<6>>
<<0 (Ribonucleoproteins)>>	<<Ribonucleoproteins/metabolism>>	<<6>>
<<0 (Ribonucleoproteins)>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<6>>
<<Saccharomyces cerevisiae/genetics/*metabolism>>	<<Saccharomyces cerevisiae Proteins/genetics/*metabolism>>	<<6>>
<<DEAD-box RNA Helicases/genetics/*metabolism>>	<<Saccharomyces cerevisiae Proteins/genetics/*metabolism>>	<<6>>
<<Saccharomyces cerevisiae Proteins/genetics/*metabolism>>	<<0 (Nuclear Pore Complex Proteins)>>	<<6>>
<<EC 3.6.1.- (Adenosine Triphosphatases)>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<6>>
<<0 (Nuclear Pore Complex Proteins)>>	<<0 (MEX67 protein, S cerevisiae)>>	<<6>>
<<0 (Nuclear Pore Complex Proteins)>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<6>>
<<0 (messenger ribonucleoprotein)>>	<<0 (Nuclear Proteins)>>	<<6>>
<<0 (messenger ribonucleoprotein)>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<6>>
<<0 (messenger ribonucleoprotein)>>	<<RNA, Messenger/*metabolism>>	<<6>>
<<Male>>	<<Syndrome>>	<<6>>
<<Syndrome>>	<<DNA-Binding Proteins/*genetics>>	<<6>>
<<0 (Nuclear Proteins)>>	<<Nuclear Proteins/*metabolism>>	<<6>>
<<0 (Nuclear Proteins)>>	<<HeLa Cells>>	<<6>>
<<Protein Binding>>	<<RNA, Messenger/metabolism>>	<<6>>
<<Protein Binding>>	<<Molecular Sequence Data>>	<<6>>
<<RNA, Messenger/metabolism>>	<<Mutation>>	<<6>>
<<RNA, Messenger/*metabolism>>	<<0 (GLE1 protein, S cerevisiae)>>	<<6>>
<<EC 3.6.4.13 (RNA Helicases)>>	<<RNA Helicases/genetics/*metabolism>>	<<6>>
<<EC 3.6.4.13 (RNA Helicases)>>	<<Mutation>>	<<6>>
<<0 (GLE1 protein, S cerevisiae)>>	<<Mutation>>	<<6>>
<<Molecular Sequence Data>>	<<HeLa Cells>>	<<6>>
<<Molecular Sequence Data>>	<<9007-49-2 (DNA)>>	<<6>>
<<Amino Acid Sequence>>	<<Mice>>	<<6>>
<<Minor Histocompatibility Antigens>>	<<HeLa Cells>>	<<6>>
<<Mutation>>	<<0 (RNA, Fungal)>>	<<6>>
<<Cloning, Molecular>>	<<Base Sequence>>	<<6>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<0 (Codon, Terminator)>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<RNA Transport>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Saccharomyces cerevisiae Proteins/genetics/metabolism>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<RNA, Messenger/genetics/metabolism>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<0 (Gle1 protein, human)>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Nuclear Pore Complex Proteins/genetics/*metabolism>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Nucleocytoplasmic Transport Proteins/*metabolism>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Models, Molecular>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Saccharomyces cerevisiae/metabolism>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<RNA, Messenger/genetics/*metabolism>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Crystallography, X-Ray>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Ribonucleoproteins/*metabolism>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Protein Conformation>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<DEAD-box RNA Helicases/genetics/metabolism>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Cell Nucleus/metabolism>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<0 (Peptide Termination Factors)>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Saccharomyces cerevisiae Proteins/genetics/metabolism>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<8L70Q75FXE (Adenosine Triphosphate)>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<DEAD-box RNA Helicases/*metabolism>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<RNA Helicases/genetics/*metabolism>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Models, Molecular>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Saccharomyces cerevisiae Proteins/*metabolism>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Nuclear Pore/*metabolism>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<HeLa Cells>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<DEAD-box RNA Helicases/genetics/metabolism>>	<<5>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<RNA-Binding Proteins/*metabolism>>	<<5>>
<<0 (Peptide Termination Factors)>>	<<0 (Saccharomyces cerevisiae Proteins)>>	<<5>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<Active Transport, Cell Nucleus>>	<<5>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<0 (Ribonucleoproteins)>>	<<5>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<DEAD-box RNA Helicases/genetics/*metabolism>>	<<5>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<Nucleocytoplasmic Transport Proteins/genetics/*metabolism>>	<<5>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<0 (Nuclear Pore Complex Proteins)>>	<<5>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<Protein Binding>>	<<5>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<HeLa Cells>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<Cell Nucleus/metabolism>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<Cell Differentiation>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<DNA-Binding Proteins/genetics>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<RNA Splicing/*genetics>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<Cell Line, Tumor>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<Protein Binding>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<*Gene Expression Regulation>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<Adolescent>>	<<5>>
<<0 (DNA-Binding Proteins)>>	<<DNA-Binding Proteins/*genetics/metabolism>>	<<5>>
<<RNA-Binding Proteins/genetics/*metabolism>>	<<0 (RNA-Binding Proteins)>>	<<5>>
<<0 (Minor Histocompatibility Antigens)>>	<<DNA-Binding Proteins/genetics>>	<<5>>
<<0 (Minor Histocompatibility Antigens)>>	<<RNA Splicing/*genetics>>	<<5>>
<<0 (Minor Histocompatibility Antigens)>>	<<Adolescent>>	<<5>>
<<0 (Minor Histocompatibility Antigens)>>	<<Molecular Sequence Data>>	<<5>>
<<0 (Minor Histocompatibility Antigens)>>	<<Amino Acid Sequence>>	<<5>>
<<Cell Line>>	<<Molecular Sequence Data>>	<<5>>
<<Cell Nucleus/metabolism>>	<<Active Transport, Cell Nucleus>>	<<5>>
<<Cell Nucleus/metabolism>>	<<Cytoplasm/metabolism>>	<<5>>
<<Cell Nucleus/metabolism>>	<<Protein Binding>>	<<5>>
<<Cell Nucleus/metabolism>>	<<Mice>>	<<5>>
<<SON>>	<<DNA-Binding Proteins/genetics>>	<<5>>
<<SON>>	<<63231-63-0 (RNA)>>	<<5>>
<<SON>>	<<Cell Nucleus/*metabolism>>	<<5>>
<<SON>>	<<RNA Transport>>	<<5>>
<<SON>>	<<RNA Splicing/*genetics>>	<<5>>
<<SON>>	<<RNA Helicases/genetics/*metabolism>>	<<5>>
<<SON>>	<<Phytic Acid/*metabolism>>	<<5>>
<<SON>>	<<Cell Line, Tumor>>	<<5>>
<<SON>>	<<HEK293 Cells>>	<<5>>
<<SON>>	<<Nuclear Pore/metabolism>>	<<5>>
<<SON>>	<<Adolescent>>	<<5>>
<<SON>>	<<DNA-Binding Proteins/*genetics/metabolism>>	<<5>>
<<SON>>	<<RNA-Binding Proteins/genetics/metabolism>>	<<5>>
<<RNA Interference>>	<<Minor Histocompatibility Antigens>>	<<5>>
<<0 (RNA-Binding Proteins)>>	<<Cytoplasm/metabolism>>	<<5>>
<<0 (RNA-Binding Proteins)>>	<<Mutation>>	<<5>>
<<Female>>	<<Child, Preschool>>	<<5>>
<<RNA, Messenger/genetics/metabolism>>	<<0 (Saccharomyces cerevisiae Proteins)>>	<<5>>
<<Child, Preschool>>	<<Minor Histocompatibility Antigens/*genetics>>	<<5>>
<<Child, Preschool>>	<<Child>>	<<5>>
<<0 (RNA, Messenger)>>	<<Nucleocytoplasmic Transport Proteins/genetics/metabolism>>	<<5>>
<<0 (RNA, Messenger)>>	<<RNA Transport>>	<<5>>
<<0 (RNA, Messenger)>>	<<DEAD-box RNA Helicases/genetics/*metabolism>>	<<5>>
<<0 (RNA, Messenger)>>	<<Ribonucleoproteins/metabolism>>	<<5>>
<<0 (RNA, Messenger)>>	<<RNA Helicases/genetics/*metabolism>>	<<5>>
<<0 (RNA, Messenger)>>	<<Saccharomyces cerevisiae Proteins/*metabolism>>	<<5>>
<<0 (RNA, Messenger)>>	<<Crystallography, X-Ray>>	<<5>>
<<0 (RNA, Messenger)>>	<<Models, Molecular>>	<<5>>
<<0 (RNA, Messenger)>>	<<Ribonucleoproteins/*metabolism>>	<<5>>
<<0 (RNA, Messenger)>>	<<Biological Transport>>	<<5>>
<<0 (RNA, Messenger)>>	<<0 (Recombinant Proteins)>>	<<5>>
<<0 (RNA, Messenger)>>	<<Base Sequence>>	<<5>>
<<0 (Carrier Proteins)>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<5>>
<<0 (Carrier Proteins)>>	<<7IGF0S7R8I (Phytic Acid)>>	<<5>>
<<0 (Carrier Proteins)>>	<<0 (Nuclear Proteins)>>	<<5>>
<<Active Transport, Cell Nucleus>>	<<RNA Transport>>	<<5>>
<<Active Transport, Cell Nucleus>>	<<Saccharomyces cerevisiae Proteins/genetics/*metabolism>>	<<5>>
<<Active Transport, Cell Nucleus>>	<<RNA, Messenger/*metabolism>>	<<5>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<RNA Transport>>	<<5>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<Saccharomyces cerevisiae Proteins/genetics/metabolism>>	<<5>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<RNA Helicases/genetics/*metabolism>>	<<5>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<DEAD-box RNA Helicases/metabolism>>	<<5>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<Models, Biological>>	<<5>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<Molecular Sequence Data>>	<<5>>
<<0 (Saccharomyces cerevisiae Proteins)>>	<<DEAD-box RNA Helicases/genetics/metabolism>>	<<5>>
<<Cell Nucleus/*metabolism>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<5>>
<<0 (Ribonucleoproteins)>>	<<Saccharomyces cerevisiae Proteins/genetics/*metabolism>>	<<5>>
<<0 (Ribonucleoproteins)>>	<<Active Transport, Cell Nucleus/physiology>>	<<5>>
<<0 (Ribonucleoproteins)>>	<<8L70Q75FXE (Adenosine Triphosphate)>>	<<5>>
<<0 (Ribonucleoproteins)>>	<<7IGF0S7R8I (Phytic Acid)>>	<<5>>
<<0 (Ribonucleoproteins)>>	<<0 (MEX67 protein, S cerevisiae)>>	<<5>>
<<0 (Ribonucleoproteins)>>	<<Ribonucleoproteins/*metabolism>>	<<5>>
<<Saccharomyces cerevisiae/genetics/*metabolism>>	<<Nucleocytoplasmic Transport Proteins/genetics/*metabolism>>	<<5>>
<<Saccharomyces cerevisiae/genetics/*metabolism>>	<<0 (Nuclear Pore Complex Proteins)>>	<<5>>
<<Saccharomyces cerevisiae/genetics/*metabolism>>	<<0 (GLE1 protein, S cerevisiae)>>	<<5>>
<<Nucleocytoplasmic Transport Proteins/genetics/*metabolism>>	<<Active Transport, Cell Nucleus/physiology>>	<<5>>
<<Nucleocytoplasmic Transport Proteins/genetics/*metabolism>>	<<Phytic Acid/*metabolism>>	<<5>>
<<Nucleocytoplasmic Transport Proteins/genetics/*metabolism>>	<<7IGF0S7R8I (Phytic Acid)>>	<<5>>
<<Saccharomyces cerevisiae Proteins/genetics/*metabolism>>	<<0 (GLE1 protein, S cerevisiae)>>	<<5>>
<<EC 3.6.1.- (Adenosine Triphosphatases)>>	<<0 (Nuclear Pore Complex Proteins)>>	<<5>>
<<EC 3.6.1.- (Adenosine Triphosphatases)>>	<<DEAD-box RNA Helicases>>	<<5>>
<<0 (Nuclear Pore Complex Proteins)>>	<<Nuclear Pore Complex Proteins/genetics/*metabolism>>	<<5>>
<<0 (Nuclear Pore Complex Proteins)>>	<<Active Transport, Cell Nucleus/physiology>>	<<5>>
<<0 (Nuclear Pore Complex Proteins)>>	<<DEAD-box RNA Helicases>>	<<5>>
<<0 (Nuclear Pore Complex Proteins)>>	<<Saccharomyces cerevisiae Proteins/*metabolism>>	<<5>>
<<0 (Nuclear Pore Complex Proteins)>>	<<DEAD-box RNA Helicases/metabolism>>	<<5>>
<<0 (Nuclear Pore Complex Proteins)>>	<<0 (RNA, Fungal)>>	<<5>>
<<Active Transport, Cell Nucleus/physiology>>	<<0 (messenger ribonucleoprotein)>>	<<5>>
<<Active Transport, Cell Nucleus/physiology>>	<<7IGF0S7R8I (Phytic Acid)>>	<<5>>
<<Active Transport, Cell Nucleus/physiology>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<5>>
<<8L70Q75FXE (Adenosine Triphosphate)>>	<<0 (messenger ribonucleoprotein)>>	<<5>>
<<0 (messenger ribonucleoprotein)>>	<<7IGF0S7R8I (Phytic Acid)>>	<<5>>
<<0 (messenger ribonucleoprotein)>>	<<0 (MEX67 protein, S cerevisiae)>>	<<5>>
<<0 (messenger ribonucleoprotein)>>	<<Ribonucleoproteins/metabolism>>	<<5>>
<<Phytic Acid/*metabolism>>	<<0 (GLE1 protein, S cerevisiae)>>	<<5>>
<<0 (Nuclear Proteins)>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<5>>
<<0 (Nuclear Proteins)>>	<<Amino Acid Sequence>>	<<5>>
<<0 (Nuclear Proteins)>>	<<Nuclear Proteins/genetics/metabolism>>	<<5>>
<<0 (Nuclear Proteins)>>	<<RNA, Messenger/metabolism>>	<<5>>
<<Protein Binding>>	<<Mutation>>	<<5>>
<<Protein Binding>>	<<0 (GLE1 protein, S cerevisiae)>>	<<5>>
<<Protein Binding>>	<<Amino Acid Sequence>>	<<5>>
<<Protein Binding>>	<<Protein Structure, Tertiary>>	<<5>>
<<RNA, Messenger/metabolism>>	<<0 (GLE1 protein, S cerevisiae)>>	<<5>>
<<RNA, Messenger/metabolism>>	<<Nuclear Pore/metabolism>>	<<5>>
<<RNA, Messenger/*metabolism>>	<<Ribonucleoproteins/metabolism>>	<<5>>
<<DEAD-box RNA Helicases>>	<<Mutation>>	<<5>>
<<EC 3.6.4.13 (RNA Helicases)>>	<<Molecular Sequence Data>>	<<5>>
<<0 (GLE1 protein, S cerevisiae)>>	<<0 (NUP159 protein, S cerevisiae)>>	<<5>>
<<Molecular Sequence Data>>	<<Protein Structure, Tertiary>>	<<5>>
<<Molecular Sequence Data>>	<<Minor Histocompatibility Antigens>>	<<5>>
<<Amino Acid Sequence>>	<<HeLa Cells>>	<<5>>
<<Amino Acid Sequence>>	<<Minor Histocompatibility Antigens>>	<<5>>
<<Amino Acid Sequence>>	<<9007-49-2 (DNA)>>	<<5>>
<<Minor Histocompatibility Antigens>>	<<Mice>>	<<5>>
<<Mice>>	<<Rats>>	<<5>>
<<9007-49-2 (DNA)>>	<<Base Sequence>>	<<5>>
<<Base Sequence>>	<<0 (DNA Primers)>>	<<5>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Ribonucleoproteins/metabolism>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Models, Biological>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Saccharomyces cerevisiae Proteins/*metabolism>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Nuclear Pore/*metabolism>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<0 (SUP45 protein, S cerevisiae)>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<*RNA Transport>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<RNA-Binding Proteins/genetics/*metabolism>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Binding Sites>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Saccharomyces cerevisiae Proteins/*genetics/*metabolism>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Saccharomyces cerevisiae/genetics/metabolism>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<Biological Transport>>	<<4>>
<<EC 3.6.4.13 (DEAD-box RNA Helicases)>>	<<RNA-Binding Proteins/genetics/metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<0 (Codon, Terminator)>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<RNA, Messenger/genetics/metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Nuclear Pore Complex Proteins/genetics/*metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<0 (NAB2 protein, S cerevisiae)>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Mutagenesis, Site-Directed>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Models, Biological>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Saccharomyces cerevisiae/metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<DEAD-box RNA Helicases/metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<0 (SUP45 protein, S cerevisiae)>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<*RNA Transport>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Crystallography, X-Ray>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<RNA-Binding Proteins/genetics/*metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Ribonucleoproteins/*metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Protein Conformation>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Saccharomyces cerevisiae Proteins/*genetics/*metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Saccharomyces cerevisiae/genetics/metabolism>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<*Nucleocytoplasmic Transport Proteins>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Biological Transport>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<0 (Fungal Proteins)>>	<<4>>
<<0 (Nucleocytoplasmic Transport Proteins)>>	<<Nuclear Proteins/*metabolism>>	<<4>>
<<0 (Peptide Termination Factors)>>	<<0 (Codon, Terminator)>>	<<4>>
<<0 (Peptide Termination Factors)>>	<<0 (SUP45 protein, S cerevisiae)>>	<<4>>
<<0 (Peptide Termination Factors)>>	<<SON>>	<<4>>
<<0 (Peptide Termination Factors)>>	<<0 (RNA, Messenger)>>	<<4>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<Cell Nucleus/*metabolism>>	<<4>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<SON>>	<<4>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<0 (Gle1 protein, human)>>	<<4>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<8L70Q75FXE (Adenosine Triphosphate)>>	<<4>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<0 (messenger ribonucleoprotein)>>	<<4>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<DEAD-box RNA Helicases>>	<<4>>
<<EC 3.6.1.- (DDX19B protein, human)>>	<<EC 3.6.4.13 (RNA Helicases)>>	<<4>>
<<0 (Codon, Terminator)>>	<<0 (Saccharomyces cerevisiae Proteins)>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<Gene Expression Regulation>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<170974-22-8 (Serine-Arginine Splicing Factors)>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<DNA-Binding Proteins/genetics/*metabolism>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<0 (RNA-Binding Proteins)>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<Pedigree>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<Heterozygote>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<0 (RNA, Small Interfering)>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<Exons>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<HEK293 Cells>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<Protein Structure, Tertiary>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<Child>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<Promoter Regions, Genetic>>	<<4>>
<<0 (DNA-Binding Proteins)>>	<<Chromosome Mapping>>	<<4>>
<<RNA-Binding Proteins/genetics/*metabolism>>	<<0 (RNA, Messenger)>>	<<4>>
<<Gene Expression Regulation>>	<<0 (Minor Histocompatibility Antigens)>>	<<4>>
<<Gene Expression Regulation>>	<<SON>>	<<4>>
<<170974-22-8 (Serine-Arginine Splicing Factors)>>	<<0 (Minor Histocompatibility Antigens)>>	<<4>>
<<170974-22-8 (Serine-Arginine Splicing Factors)>>	<<SON>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<DNA-Binding Proteins/genetics/*metabolism>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<0 (RNA-Binding Proteins)>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<Pedigree>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<Cell Differentiation>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<Heterozygote>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<0 (RNA, Small Interfering)>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<Exons>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<Cell Line, Tumor>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<Child>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<DNA-Binding Proteins/*genetics/metabolism>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<0 (Nuclear Proteins)>>	<<4>>
<<0 (Minor Histocompatibility Antigens)>>	<<Chromosome Mapping>>	<<4>>
<<Cell Line>>	<<0 (RNA, Messenger)>>	<<4>>
<<Cell Line>>	<<Mice>>	<<4>>
<<Cell Line>>	<<Amino Acid Sequence>>	<<4>>
<<Cell Nucleus/metabolism>>	<<0 (RNA-Binding Proteins)>>	<<4>>
<<Cell Nucleus/metabolism>>	<<RNA, Messenger/metabolism>>	<<4>>
<<Cell Nucleus/metabolism>>	<<Mutation>>	<<4>>
<<Cell Nucleus/metabolism>>	<<0 (Nuclear Pore Complex Proteins)>>	<<4>>
<<Cell Nucleus/metabolism>>	<<0 (Nuclear Proteins)>>	<<4>>
<<Cell Nucleus/metabolism>>	<<Molecular Sequence Data>>	<<4>>
<<Cell Nucleus/metabolism>>	<<Base Sequence>>	<<4>>
<<SON>>	<<DNA-Binding Proteins/genetics/*metabolism>>	<<4>>
<<SON>>	<<Pedigree>>	<<4>>
<<SON>>	<<Cell Differentiation>>	<<4>>
<<SON>>	<<Saccharomyces cerevisiae Proteins/genetics/metabolism>>	<<4>>
<<SON>>	<<Heterozygote>>	<<4>>
<<SON>>	<<Saccharomyces cerevisiae Proteins/*metabolism>>	<<4>>
<<SON>>	<<Saccharomyces cerevisiae/metabolism>>	<<4>>
<<SON>>	<<DEAD-box RNA Helicases/metabolism>>	<<4>>
<<SON>>	<<0 (SUP45 protein, S cerevisiae)>>	<<4>>
<<SON>>	<<0 (RNA, Small Interfering)>>	<<4>>
<<SON>>	<<Exons>>	<<4>>
<<SON>>	<<Binding Sites>>	<<4>>
<<SON>>	<<Saccharomyces cerevisiae Proteins/*genetics/*metabolism>>	<<4>>
<<SON>>	<<Models, Biological>>	<<4>>
<<SON>>	<<Nucleocytoplasmic Transport Proteins/metabolism>>	<<4>>
<<SON>>	<<Sequence Homology, Amino Acid>>	<<4>>
<<SON>>	<<Protein Structure, Tertiary>>	<<4>>
<<SON>>	<<Child>>	<<4>>
<<SON>>	<<DEAD-box RNA Helicases/genetics/metabolism>>	<<4>>
<<SON>>	<<Nuclear Proteins/genetics/metabolism>>	<<4>>
<<SON>>	<<Chromosome Mapping>>	<<4>>
<<RNA Interference>>	<<0 (RNA-Binding Proteins)>>	<<4>>
<<RNA Interference>>	<<HeLa Cells>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<0 (NAB2 protein, S cerevisiae)>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<Nuclear Pore/metabolism>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<Active Transport, Cell Nucleus/physiology>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<0 (GLE1 protein, S cerevisiae)>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<*Nucleocytoplasmic Transport Proteins>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<Nuclear Proteins/genetics/metabolism>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<HeLa Cells>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<0 (Fungal Proteins)>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<Nuclear Proteins/*metabolism>>	<<4>>
<<0 (RNA-Binding Proteins)>>	<<Nucleocytoplasmic Transport Proteins/genetics/metabolism>>	<<4>>
